nose_k,left_eye_k,right_eye_k,left_ear,right_ear,left_shoulder,right_shoulder,left_elbow,right_elbow,left_wrist,right_wrist,left_hip,right_hip,left_knee,right_knee,left_ankle,right_ankle,eye1,eye2,nose,mouth,head,image_path,label
"(0.26128482818603516, 0.14609333872795105)","(0.2660585045814514, 0.09133212268352509)","(0.19641833007335663, 0.13932332396507263)","(0.3681994080543518, 0.057448603212833405)","(0.1744653880596161, 0.16083025932312012)","(0.5275813341140747, 0.1168542355298996)","(0.3215099573135376, 0.2976539134979248)","(0.6358439326286316, 0.11349864304065704)","(0.21688532829284668, 0.4801110625267029)","(0.5543056726455688, 0.0)","(0.15368923544883728, 0.3464486002922058)","(0.882831871509552, 0.4731348156929016)","(0.6617168188095093, 0.6746017336845398)","(0.8945152163505554, 0.6014196276664734)","(0.5881358981132507, 0.8692386746406555)","(0.8983213305473328, 0.8790959119796753)","(0.796200156211853, 1.0)","(0.18899483978748322, 0.14553432166576385)","(0.26860472559928894, 0.07975342124700546)","(0.26032835245132446, 0.11632797867059708)","(0.31953778862953186, 0.14557011425495148)","(0.2261970043182373, 0.12889555096626282, 0.41473865509033203, 0.2466498613357544)",baby37_jpg.rf.17ab58c2f5480c386991bbaaa5de9260.jpg,1
"(0.1523023098707199, 0.36830848455429077)","(0.11483979225158691, 0.326115220785141)","(0.10047493129968643, 0.4073375165462494)","(0.14556828141212463, 0.22280311584472656)","(0.10278449207544327, 0.4842452108860016)","(0.2978248596191406, 0.21329903602600098)","(0.2778269648551941, 0.5458554625511169)","(0.408672958612442, 0.15400484204292297)","(0.3600810170173645, 0.7385009527206421)","(0.28106462955474854, 0.15220122039318085)","(0.26632770895957947, 0.7411689758300781)","(0.7682713270187378, 0.2251625955104828)","(0.7666951417922974, 0.5382068753242493)","(0.8195129632949829, 0.22776392102241516)","(0.856157660484314, 0.6580134630203247)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.13612742722034454, 0.2808920443058014, 0.2716624140739441, 0.35106325149536133)",2460_png_jpg.rf.a43368ef498891e2b6ab5a7033fa171d.jpg,2
"(0.7732793092727661, 0.5161520838737488)","(0.8319703936576843, 0.5785252451896667)","(0.8199827075004578, 0.4518570899963379)","(0.8213478326797485, 0.683652937412262)","(0.8084477186203003, 0.3246990442276001)","(0.6215974688529968, 0.6244046092033386)","(0.587056577205658, 0.31476762890815735)","(0.5375178456306458, 0.7764797210693359)","(0.4820742607116699, 0.19123943150043488)","(0.5639904141426086, 0.5797169208526611)","(0.4775053858757019, 0.037026334553956985)","(0.2050076276063919, 0.6162196397781372)","(0.17058584094047546, 0.3343629837036133)","(0.2035602331161499, 0.7803042531013489)","(0.18892064690589905, 0.4460591673851013)","(0.05006275326013565, 0.6467374563217163)","(0.054537154734134674, 0.5636223554611206)","(0.8254299163818359, 0.43212246894836426)","(0.846034049987793, 0.6382791996002197)","(0.8046934008598328, 0.562731146812439)","(0.7601153254508972, 0.59242182970047)","(0.845507025718689, 0.42436662316322327, 0.30641117691993713, 0.6048138737678528)",baby45_jpg.rf.94288323bbc6d311183e86444897f0d7.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.8784056901931763, 0.550617516040802, 0.2399677336215973, 0.3055896759033203)",Miku_12_JPG_jpg.rf.c4a5636a40c4b6ff7ee7af358b74dc83.jpg,1
"(0.6445290446281433, 0.39484089612960815)","(0.6505649089813232, 0.3672226667404175)","(0.6459527611732483, 0.3867117464542389)","(0.6444951295852661, 0.32942575216293335)","(0.6257678270339966, 0.3814038336277008)","(0.5928488969802856, 0.3145774304866791)","(0.591281533241272, 0.4318010210990906)","(0.568112850189209, 0.3845856785774231)","(0.5863386392593384, 0.5567607879638672)","(0.6158972978591919, 0.3599645793437958)","(0.6435064077377319, 0.49002790451049805)","(0.4625803828239441, 0.2557648718357086)","(0.4693670868873596, 0.3523748815059662)","(0.3838525414466858, 0.3064382076263428)","(0.4090079367160797, 0.40518608689308167)","(0.3678377568721771, 0.26198694109916687)","(0.36206644773483276, 0.28822457790374756)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.6350152492523193, 0.34351053833961487, 0.10733699798583984, 0.16671963036060333)",frame_115_jpeg_jpg.rf.c0448ae8f33cd3409b5266b3b4cafebb.jpg,2
"(0.3023834824562073, 0.6857544183731079)","(0.27737686038017273, 0.6633927226066589)","(0.2899155020713806, 0.7488954663276672)","(0.29094961285591125, 0.5561180114746094)","(0.31611648201942444, 0.8312259912490845)","(0.3397144377231598, 0.5013633966445923)","(0.37862539291381836, 0.865334153175354)","(0.368847519159317, 0.3783044219017029)","(0.4335995614528656, 0.9304548501968384)","(0.3427753746509552, 0.3804165720939636)","(0.37505054473876953, 0.9131156802177429)","(0.6597576141357422, 0.36971908807754517)","(0.7026766538619995, 0.6774439811706543)","(0.7875839471817017, 0.290070116519928)","(0.8642321825027466, 0.6988585591316223)","(0.9439606666564941, 0.2924298942089081)","(0.9959529638290405, 0.4965395927429199)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",2424_png_jpg.rf.4b9fdd6aefbcbb695d4cc8840da44c71.jpg,2
"(0.41468000411987305, 0.5771032571792603)","(0.4079572558403015, 0.5515483617782593)","(0.43367305397987366, 0.6519519686698914)","(0.4185428023338318, 0.4362500309944153)","(0.4675990641117096, 0.7311899662017822)","(0.39981207251548767, 0.3393644690513611)","(0.4456639289855957, 0.7327781915664673)","(0.43313702940940857, 0.23163342475891113)","(0.5191396474838257, 0.8064122200012207)","(0.40580207109451294, 0.2880961000919342)","(0.5151278972625732, 0.8150389790534973)","(0.45010098814964294, 0.12566101551055908)","(0.4778346121311188, 0.43549051880836487)","(0.5716339349746704, 0.05041208118200302)","(0.6004706025123596, 0.4427606165409088)","(0.5474237203598022, 0.030510663986206055)","(0.5799941420555115, 0.22417958080768585)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.8614494204521179, 0.2631266713142395, 0.27555352449417114, 0.35445699095726013)",2424_png_jpg.rf.de96b3dff42ffde9162065de0f3a0dd6.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.33978986740112305, 0.8191429972648621)","(-1, -1)",Nanit_38_JPG_jpg.rf.69f0fa1f55f42b5dba0a3876648233fb.jpg,2
"(0.11267156898975372, 0.3838614821434021)","(0.08239197731018066, 0.39416494965553284)","(0.07667627185583115, 0.4244164526462555)","(0.13097110390663147, 0.3368283212184906)","(0.1005457416176796, 0.46696940064430237)","(0.2696917653083801, 0.35531798005104065)","(0.27351129055023193, 0.4747963845729828)","(0.36368635296821594, 0.1985638588666916)","(0.3647381365299225, 0.386696994304657)","(0.2176591455936432, 0.15098051726818085)","(0.25161483883857727, 0.3521896004676819)","(0.7626242637634277, 0.46666842699050903)","(0.772232711315155, 0.5906074643135071)","(0.7948452830314636, 0.3912457227706909)","(0.8300482034683228, 0.6102035045623779)","(0.9152938723564148, 0.4974711537361145)","(0.9252980947494507, 0.6340091824531555)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.1303098052740097, 0.47541290521621704, 0.258048415184021, 0.2916594445705414)",Miku_04_JPG_jpg.rf.8c64b4e70d309e6965f4c0a78f5267ef.jpg,1
"(0.7186189889907837, 0.8814266324043274)","(0.7353924512863159, 0.932986855506897)","(0.7292107343673706, 0.9326074719429016)","(0.7606402039527893, 0.9433633685112)","(0.705226719379425, 0.9312593340873718)","(0.7100553512573242, 0.8133505582809448)","(0.6674826741218567, 0.7822152376174927)","(0.8232060670852661, 0.6109942197799683)","(0.762121856212616, 0.5947648286819458)","(0.9268761873245239, 0.7334809303283691)","(0.9022045135498047, 0.7676602602005005)","(0.5342585444450378, 0.3956681191921234)","(0.4686247706413269, 0.33881837129592896)","(0.5474845767021179, 0.27546554803848267)","(0.39951562881469727, 0.17748387157917023)","(0.36718884110450745, 0.12475347518920898)","(0.312217116355896, 0.05737810209393501)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.7244012355804443, 0.8755803108215332, 0.541506290435791, 0.2474193572998047)",60_jpg.rf.c01f5cd9ab830e7977d99c65222c8ca5.jpg,2
"(0.7407108545303345, 0.6404687762260437)","(0.773048460483551, 0.6564342379570007)","(0.7570387125015259, 0.6776379346847534)","(0.8111497163772583, 0.6858323216438293)","(0.7221856117248535, 0.695088267326355)","(0.7332584261894226, 0.5910537838935852)","(0.6244863271713257, 0.6698681712150574)","(0.8033242225646973, 0.44716548919677734)","(0.61274254322052, 0.5912069082260132)","(0.8509714007377625, 0.5966176986694336)","(0.7350500822067261, 0.7554298639297485)","(0.4054127633571625, 0.30032095313072205)","(0.2606269419193268, 0.33199554681777954)","(0.43237265944480896, 0.2601602077484131)","(0.14907708764076233, 0.3075551986694336)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.8094800114631653, 0.8768633604049683, 0.3766517639160156, 0.22037315368652344)",3632_png_jpg.rf.271b061e7ef4071b567208bb55c45a93.jpg,2
"(0.8261748552322388, 0.17792916297912598)","(0.811309814453125, 0.14948828518390656)","(0.8786699175834656, 0.1924329698085785)","(0.7340704798698425, 0.167199969291687)","(0.9189351797103882, 0.2938059866428375)","(0.6608082056045532, 0.21860294044017792)","(0.8499520421028137, 0.37922826409339905)","(0.4807576537132263, 0.19971072673797607)","(0.8978163599967957, 0.5519530773162842)","(0.423185259103775, 0.21578900516033173)","(0.8965584635734558, 0.6126561164855957)","(0.4271537661552429, 0.47877389192581177)","(0.6168131232261658, 0.635758101940155)","(0.29921725392341614, 0.5658376812934875)","(0.545909583568573, 0.7499977350234985)","(0.2612069249153137, 0.7299960255622864)","(0.37936824560165405, 0.8111782073974609)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.8283759355545044, 0.16712084412574768, 0.272792249917984, 0.2562471926212311)",2189_png_jpg.rf.bd35254503cca0ebdb5429e794bb14e3.jpg,2
"(0.5986774563789368, 0.3623371124267578)","(0.6097334623336792, 0.3749752640724182)","(0.6142405271530151, 0.3754505515098572)","(0.6025784611701965, 0.39403459429740906)","(0.6112726926803589, 0.41004371643066406)","(0.5456483960151672, 0.42253217101097107)","(0.5517137050628662, 0.417032390832901)","(0.5361673831939697, 0.35458970069885254)","(0.5363113880157471, 0.34387364983558655)","(0.5626025795936584, 0.32031986117362976)","(0.5572279095649719, 0.3089919090270996)","(0.42185258865356445, 0.44187110662460327)","(0.4258541166782379, 0.4338657259941101)","(0.3937727212905884, 0.3356553912162781)","(0.3833383023738861, 0.33623865246772766)","(0.3251437246799469, 0.344146728515625)","(0.33001354336738586, 0.33610790967941284)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",baby2_jpg.rf.e553c86c80263d2e3fa931dc7c62a63a.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",Nanit_09_JPG_jpg.rf.43e772abb7bfebc04c5f7f9ebeef44dc.jpg,1
"(0.2880111038684845, 0.24517066776752472)","(0.30669671297073364, 0.20076413452625275)","(0.22646692395210266, 0.2534387409687042)","(0.4162345826625824, 0.21470555663108826)","(0.18653614819049835, 0.3279905319213867)","(0.5758754014968872, 0.2733597159385681)","(0.30884838104248047, 0.4154839515686035)","(0.7723076939582825, 0.30658602714538574)","(0.255057156085968, 0.567425549030304)","(0.8547147512435913, 0.3332287669181824)","(0.2648265063762665, 0.5744205117225647)","(0.8308768272399902, 0.5676017999649048)","(0.5492600202560425, 0.7117546200752258)","(0.8971313238143921, 0.6105487942695618)","(0.5254929065704346, 0.8201025128364563)","(0.8493423461914062, 0.7993850111961365)","(0.6909930109977722, 0.9312934875488281)","(0.212013840675354, 0.2886967658996582)","(0.2806236147880554, 0.19666771590709686)","(0.28729119896888733, 0.2707676887512207)","(0.35370755195617676, 0.29620784521102905)","(0.2213013619184494, 0.18681204319000244, 0.43995970487594604, 0.3695525527000427)",baby47_jpg.rf.1529f03f91b28575fac371d2fbed2662.jpg,1
"(0.39218586683273315, 0.8159265518188477)","(0.3376142084598541, 0.8274205923080444)","(0.40199464559555054, 0.8487650156021118)","(0.2403339445590973, 0.7829501032829285)","(0.4225938320159912, 0.8184030652046204)","(0.2097661793231964, 0.6559590101242065)","(0.4391418397426605, 0.6978561282157898)","(0.22907058894634247, 0.568368136882782)","(0.651482880115509, 0.6282370090484619)","(0.3021734356880188, 0.7311331629753113)","(0.7284189462661743, 0.7680345773696899)","(0.318575918674469, 0.3179561495780945)","(0.550766110420227, 0.2914273142814636)","(0.5296854376792908, 0.2749484181404114)","(0.8410658836364746, 0.2538297176361084)","(0.7086204290390015, 0.14896288514137268)","(0.8262460827827454, 0.13186299800872803)","(0.3860301077365875, 0.8441129922866821)","(0.2624465823173523, 0.8250433206558228)","(0.32266154885292053, 0.8124068379402161)","(0.3333839774131775, 0.7613242268562317)","(0.3457038998603821, 0.8367000818252563, 0.310272753238678, 0.2987307906150818)",baby24_jpg.rf.8245b295c74c61835210d93dbee2cc01.jpg,1
"(0.6347017288208008, 0.29582327604293823)","(-1, -1)","(0.6495383977890015, 0.2818695902824402)","(0.5789321660995483, 0.30977755784988403)","(0.6555501222610474, 0.3090057671070099)","(0.5669112801551819, 0.3611873984336853)","(0.6593538522720337, 0.36101049184799194)","(0.5482637286186218, 0.42470282316207886)","(0.7113455533981323, 0.4344918727874756)","(0.5766476392745972, 0.4385148882865906)","(0.7333071827888489, 0.46402549743652344)","(0.582753598690033, 0.5480771064758301)","(0.6813655495643616, 0.5272585153579712)","(0.5847823023796082, 0.6234694719314575)","(0.7131072878837585, 0.5763729810714722)","(0.649025559425354, 0.7109015583992004)","(0.6900210380554199, 0.6474494338035583)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.6389395594596863, 0.281363308429718, 0.14851713180541992, 0.14518146216869354)",8A874723-5268-41B1-BDC5-E1D84F01A12E_JPG_jpg.rf.7462fc094924d44ec7b0c87ce9e40e2c.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.6140283346176147, 0.7770243883132935, 0.6509402990341187, 0.3323136270046234)",Nanit_19_JPG_jpg.rf.1684082650308921f7332f22d13212ac.jpg,1
"(0.34211140871047974, 0.7630605697631836)","(0.3023327887058258, 0.7956222295761108)","(0.39035946130752563, 0.765440046787262)","(0.24422016739845276, 0.7945808172225952)","(0.5198432207107544, 0.7126184701919556)","(0.2947729229927063, 0.6767045259475708)","(0.5567581057548523, 0.6044143438339233)","(0.20044584572315216, 0.6452516913414001)","(0.7114925980567932, 0.5468060374259949)","(0.2418401539325714, 0.7787407636642456)","(0.7673066854476929, 0.6839708685874939)","(0.3196263909339905, 0.31064844131469727)","(0.5792531371116638, 0.2544594407081604)","(0.2489636391401291, 0.2609977424144745)","(0.6210223436355591, 0.20351925492286682)","(0.34638530015945435, 0.09093794971704483)","(0.5111320614814758, 0.04945354536175728)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.4949784278869629, 0.7648220062255859, 0.47118109464645386, 0.2435167282819748)",15_jpg.rf.53914656b47977293d0b5e9b7b43caae.jpg,1
"(0.8209665417671204, 0.5393837690353394)","(0.8131828308105469, 0.5689023733139038)","(0.8599459528923035, 0.5371807813644409)","(0.7238682508468628, 0.6279425621032715)","(0.8875135183334351, 0.5244352221488953)","(0.6112836003303528, 0.6125675439834595)","(0.8095568418502808, 0.4460108280181885)","(0.4513441026210785, 0.7213810682296753)","(0.8856490850448608, 0.4286719262599945)","(0.5130296945571899, 0.7672631144523621)","(0.9132660031318665, 0.49845090508461)","(0.33236002922058105, 0.3934626579284668)","(0.5550703406333923, 0.2582891583442688)","(0.13303251564502716, 0.30739858746528625)","(0.49442893266677856, 0.10116724669933319)","(0.18457715213298798, 0.11800909042358398)","(0.3249908983707428, 0.012116765603423119)","(0.8311711549758911, 0.5746018290519714)","(0.8316619992256165, 0.574359118938446)","(0.8112503290176392, 0.5312363505363464)","(-1, -1)","(0.7972983121871948, 0.6114078164100647, 0.25075244903564453, 0.234080508351326)",baby4_jpg.rf.3ba496cd1004cdf2eb74862c68996883.jpg,1
"(0.24001583456993103, 0.6470099687576294)","(0.18356814980506897, 0.5969089269638062)","(0.19796577095985413, 0.6656674742698669)","(0.19803600013256073, 0.40892571210861206)","(0.2214374989271164, 0.5826740264892578)","(0.34692060947418213, 0.2688221037387848)","(0.40462321043014526, 0.6009100675582886)","(0.4697454571723938, 0.313241571187973)","(0.5888798236846924, 0.8043607473373413)","(0.43288174271583557, 0.4083039164543152)","(0.6226008534431458, 0.7926965951919556)","(0.7754493355751038, 0.13495953381061554)","(0.8472493290901184, 0.4008907377719879)","(0.7580121755599976, 0.32868027687072754)","(0.8754100799560547, 0.7424343824386597)","(0.930773913860321, 0.3613722026348114)","(0.9732428789138794, 0.6411583423614502)","(0.254562646150589, 0.6886838674545288)","(0.2614256739616394, 0.9568235278129578)","(0.2934906482696533, 0.851538360118866)","(0.35616692900657654, 0.8391927480697632)","(0.20126906037330627, 0.6698213815689087, 0.3944988250732422, 0.6603571772575378)",80_jpg.rf.9de5a28e1bb8a01b1de2ec76636caace.jpg,2
"(0.46729469299316406, 0.302933007478714)","(0.45568808913230896, 0.28595322370529175)","(0.44866371154785156, 0.30158889293670654)","(0.45887288451194763, 0.2973828911781311)","(0.4253861904144287, 0.3106251657009125)","(0.4734705090522766, 0.3159301280975342)","(0.4623653292655945, 0.3706109821796417)","(0.5963649153709412, 0.3381615877151489)","(0.5445739030838013, 0.4240085482597351)","(0.6396956443786621, 0.3478630483150482)","(0.6221176385879517, 0.4373229146003723)","(0.5711167454719543, 0.4523950219154358)","(0.5669524669647217, 0.48922020196914673)","(0.675713837146759, 0.4641161859035492)","(0.662807822227478, 0.5274956822395325)","(0.7002040147781372, 0.5574547648429871)","(0.6930060982704163, 0.5702869296073914)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",baby40_jpg.rf.503eb99bb9f246b2a340e6f98d291634.jpg,2
"(0.2817586362361908, 0.6171598434448242)","(0.2550909221172333, 0.6167463660240173)","(0.2705133259296417, 0.6568907499313354)","(0.2866796851158142, 0.539207935333252)","(0.31501439213752747, 0.6709399223327637)","(0.35107773542404175, 0.4546196460723877)","(0.403893381357193, 0.6833500862121582)","(0.38465115427970886, 0.3323439061641693)","(0.47026681900024414, 0.6589487791061401)","(0.36262384057044983, 0.3396300673484802)","(0.39984196424484253, 0.6657341718673706)","(0.69713294506073, 0.2996910512447357)","(0.7447198629379272, 0.49178552627563477)","(0.7883325815200806, 0.2408374547958374)","(0.8636963963508606, 0.531354546546936)","(0.9248437881469727, 0.21899083256721497)","(0.9514705538749695, 0.384345144033432)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",2363_png_jpg.rf.4bb501d0bd615ed755f1b18ccc306134.jpg,2
"(0.8213335871696472, 0.663460373878479)","(0.8616483807563782, 0.6255265474319458)","(0.8488675951957703, 0.7138016819953918)","(0.8632037043571472, 0.5331181287765503)","(0.8434118032455444, 0.8195909261703491)","(0.726051926612854, 0.4836292266845703)","(0.6854578256607056, 0.8180974125862122)","(0.6658123731613159, 0.3290584087371826)","(0.6033578515052795, 0.9596293568611145)","(0.7426284551620483, 0.3240201473236084)","(0.6616072058677673, 0.9825155138969421)","(0.3513653874397278, 0.43579959869384766)","(0.28411799669265747, 0.7336220741271973)","(0.30886349081993103, 0.3424410820007324)","(0.2243383228778839, 0.7713661193847656)","(0.15037813782691956, 0.428370863199234)","(0.08781275898218155, 0.5851098895072937)","(0.8598321676254272, 0.5984078645706177)","(0.8463719487190247, 0.728878378868103)","(0.8274771571159363, 0.6557043194770813)","(0.7888320088386536, 0.6478040218353271)","(0.8652016520500183, 0.656680703163147, 0.2648351788520813, 0.3286442756652832)",50_jpg.rf.858c24dc6bed2bbdc2862c431b48b324.jpg,1
"(0.1305399388074875, 0.5534906387329102)","(0.08842448890209198, 0.5193338394165039)","(0.08864984661340714, 0.5983211398124695)","(0.13049402832984924, 0.377441942691803)","(0.11455340683460236, 0.6470738649368286)","(0.2864166498184204, 0.33604028820991516)","(0.30295759439468384, 0.6674234867095947)","(0.3966182470321655, 0.2676856517791748)","(0.407034695148468, 0.8234306573867798)","(0.24864700436592102, 0.23548832535743713)","(0.26556631922721863, 0.7989979982376099)","(0.7661083340644836, 0.2849068343639374)","(0.7930557727813721, 0.5785655379295349)","(0.7787465453147888, 0.33912381529808044)","(0.8535673022270203, 0.7329139709472656)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.13297943770885468, 0.5369831323623657, 0.24928006529808044, 0.2806718945503235)",Miku_04_JPG_jpg.rf.d08f45b1ef8db97714cbd175008320d7.jpg,1
"(0.1449548751115799, 0.5487982034683228)","(0.11135224997997284, 0.5611288547515869)","(0.12206113338470459, 0.49354004859924316)","(0.1409979611635208, 0.6273802518844604)","(0.15831243991851807, 0.434986412525177)","(0.2771557569503784, 0.6248100996017456)","(0.2994369864463806, 0.4909292161464691)","(0.3971234858036041, 0.7686484456062317)","(0.4039194583892822, 0.5925190448760986)","(0.3712505102157593, 0.8060916662216187)","(0.36657363176345825, 0.7131294012069702)","(0.6686269044876099, 0.5068384408950806)","(0.6788280010223389, 0.4077061116695404)","(0.7661515474319458, 0.6476742625236511)","(0.7774208784103394, 0.5177136063575745)","(0.8502742648124695, 0.5459860563278198)","(-1, -1)","(0.15138526260852814, 0.39861032366752625)","(0.13637664914131165, 0.5561666488647461)","(0.17211087048053741, 0.5317743420600891)","(-1, -1)","(0.13338547945022583, 0.41480785608291626, 0.250013530254364, 0.5149429440498352)",9112_png_jpg.rf.a6c29bb02a58546aea31a6ed873cc6b6.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.2980562746524811, 0.4105045795440674)","(0.3263489305973053, 0.5246609449386597)","(0.3705343008041382, 0.42693406343460083)","(0.4875566065311432, 0.5235846638679504)","(0.5170096755027771, 0.3864201605319977)","(-1, -1)","(0.5832802057266235, 0.4119012951850891)","(0.6091315150260925, 0.5856642723083496)","(0.6677200198173523, 0.4807719588279724)","(0.7975335121154785, 0.5595458745956421)","(0.8762720227241516, 0.42245468497276306)","(0.9581202268600464, 0.5409438610076904)","(0.9831121563911438, 0.4506818354129791)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.49807387590408325, 0.09393937140703201, 0.9887739419937134, 0.18787874281406403)",frame_3_3_png_jpg.rf.f04242b17c64cea41ea7a1274be37c84.jpg,2
"(0.16891050338745117, 0.4596995413303375)","(0.136895090341568, 0.42391857504844666)","(0.13247504830360413, 0.5132397413253784)","(0.16608600318431854, 0.30946022272109985)","(0.14614133536815643, 0.6109381318092346)","(0.28039881587028503, 0.2721880376338959)","(0.28125885128974915, 0.6425527334213257)","(0.35091403126716614, 0.10090784728527069)","(0.34409233927726746, 0.8236724734306335)","(0.2360871583223343, 0.06327128410339355)","(0.24218253791332245, 0.8385297060012817)","(0.6807344555854797, 0.3476699888706207)","(0.6950768828392029, 0.709324836730957)","(0.7253340482711792, 0.3476645350456238)","(0.7775557637214661, 0.8477107882499695)","(0.8916336894035339, 0.5475338697433472)","(0.9300315976142883, 0.8007333874702454)","(-1, -1)","(-1, -1)","(-1, -1)","(0.22204414010047913, 0.34221571683883667)","(0.134682297706604, 0.47033366560935974, 0.24512819945812225, 0.3557831048965454)",30_JPG_jpg.rf.d8c3332f6bc1bd6866296378d46daee2.jpg,1
"(0.7240775227546692, 0.3683326542377472)","(0.7519713044166565, 0.38424479961395264)","(0.7732855081558228, 0.3848491907119751)","(0.7300034165382385, 0.41504693031311035)","(0.7920634150505066, 0.4086867868900299)","(0.6037033796310425, 0.46017128229141235)","(0.6384958028793335, 0.45050492882728577)","(0.49002352356910706, 0.2714498043060303)","(0.5456050038337708, 0.2808282971382141)","(0.5228196978569031, 0.09227009117603302)","(0.5262839198112488, 0.1095844954252243)","(0.3123723864555359, 0.6353802680969238)","(0.33960676193237305, 0.639270007610321)","(0.2355436086654663, 0.5124924182891846)","(0.2584870755672455, 0.5771875381469727)","(0.13689041137695312, 0.6338015794754028)","(0.1533297598361969, 0.6926029324531555)","(0.7633031606674194, 0.3319780230522156)","(0.7723551392555237, 0.4194006025791168)","(0.7417320013046265, 0.3760959506034851)","(0.6901668906211853, 0.3729141056537628)","(0.7823373675346375, 0.3872055411338806, 0.2845314145088196, 0.2136150300502777)",99_jpg.rf.b1a406712b0d93cd05a5ef6ce49de3e7.jpg,1
"(0.8827049136161804, 0.7069083452224731)","(0.9508717656135559, 0.6783348917961121)","(0.9270727038383484, 0.7009457349777222)","(0.9540847539901733, 0.5327268838882446)","(0.9001924395561218, 0.6048734784126282)","(0.7145618200302124, 0.3172127604484558)","(0.6390010714530945, 0.5941516757011414)","(0.6700811386108398, 0.34678563475608826)","(0.5366066694259644, 0.8087683916091919)","(0.7895787954330444, 0.5425528287887573)","(0.6879338622093201, 0.8983312845230103)","(0.2213231325149536, 0.020387936383485794)","(0.14629197120666504, 0.25092563033103943)","(0.22169478237628937, 0.19872455298900604)","(0.10450620949268341, 0.5802304148674011)","(0.03350710868835449, 0.1307941973209381)","(0.0, 0.34510865807533264)","(0.8934268951416016, 0.6448929309844971)","(-1, -1)","(-1, -1)","(-1, -1)","(0.8853076696395874, 0.46009618043899536, 0.22888144850730896, 0.5231372714042664)",baby50_jpg.rf.f1b5fcce8eba38a4695b01b92ede091d.jpg,2
"(0.7818344235420227, 0.3656732439994812)","(0.7475420832633972, 0.3268715739250183)","(0.7814300656318665, 0.34079238772392273)","(0.6459696888923645, 0.2930217385292053)","(0.6882999539375305, 0.30107390880584717)","(0.5288830995559692, 0.38018280267715454)","(0.6102569699287415, 0.3772898316383362)","(0.6946488618850708, 0.5118509531021118)","(0.7364255785942078, 0.46458500623703003)","(0.8519463539123535, 0.48907914757728577)","(0.8559287786483765, 0.39663299918174744)","(0.22680911421775818, 0.6830683946609497)","(0.32947736978530884, 0.6630713939666748)","(0.33414721488952637, 0.8000653386116028)","(0.4684676229953766, 0.825739860534668)","(0.21301956474781036, 0.9286449551582336)","(0.2795284390449524, 0.967364490032196)","(-1, -1)","(-1, -1)","(-1, -1)","(0.7823907136917114, 0.36755257844924927)","(0.6557860970497131, 0.31997519731521606, 0.28548917174339294, 0.20437780022621155)",frame_14_14_png_jpg.rf.5956a431fbad511117bec299f1009a6a.jpg,2
