nose_k,left_eye_k,right_eye_k,left_ear,right_ear,left_shoulder,right_shoulder,left_elbow,right_elbow,left_wrist,right_wrist,left_hip,right_hip,left_knee,right_knee,left_ankle,right_ankle,eye1,eye2,nose,mouth,head,image_path,label
"(0.1644953489303589, 0.8115079998970032)","(0.13090915977954865, 0.8582521677017212)","(0.17078319191932678, 0.8548212051391602)","(0.15611469745635986, 0.8463956117630005)","(0.2637506425380707, 0.8729384541511536)","(0.1748931109905243, 0.7172337174415588)","(0.36448782682418823, 0.7706112861633301)","(0.26982492208480835, 0.5661579370498657)","(0.5810798406600952, 0.7112692594528198)","(0.34871968626976013, 0.4602872431278229)","(0.5513383746147156, 0.726945698261261)","(0.38480448722839355, 0.40760326385498047)","(0.5425043702125549, 0.4335443079471588)","(0.4522954523563385, 0.35002410411834717)","(0.6988047361373901, 0.32811275124549866)","(0.5592668652534485, 0.22230800986289978)","(0.6822440028190613, 0.1896527260541916)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.20156359672546387, 0.8728433847427368, 0.36176085472106934, 0.23796343803405762)",3613_png_jpg.rf.47e92a4e213b1000b51f4f85330c4404.jpg,2
"(0.8671849966049194, 0.8156788945198059)","(0.9142228960990906, 0.8423770070075989)","(0.8995847702026367, 0.8375541567802429)","(0.9647334814071655, 0.793975830078125)","(0.9141949415206909, 0.7828046679496765)","(0.8549863696098328, 0.6283969283103943)","(0.8139047622680664, 0.6794719696044922)","(0.8171195983886719, 0.6066381931304932)","(0.7461708784103394, 0.6932079195976257)","(0.8620554804801941, 0.7069506645202637)","(0.7974638342857361, 0.7852757573127747)","(0.41187724471092224, 0.2942863404750824)","(0.37910225987434387, 0.3337368369102478)","(0.2779473066329956, 0.39126497507095337)","(0.24369975924491882, 0.39960187673568726)","(0.11899781227111816, 0.3336717486381531)","(0.07425518333911896, 0.33241480588912964)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.07475809752941132, 0.2877621054649353, 0.14940039813518524, 0.5730450749397278)",Miku_10_JPG_jpg.rf.6ac44e77f179672f7c837cde4cc74fc5.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",Nanit_10_JPG_jpg.rf.86b65629b08a0fb8ef0b8e9b61bfa90e.jpg,1
"(0.21674418449401855, 0.5259658098220825)","(0.20156165957450867, 0.6362941265106201)","(0.16680236160755157, 0.48843446373939514)","(0.25053149461746216, 0.8195680379867554)","(0.14844980835914612, 0.45317259430885315)","(0.38285574316978455, 0.7714624404907227)","(0.32411035895347595, 0.42740052938461304)","(0.3375852108001709, 0.9167405962944031)","(0.24507784843444824, 0.303469717502594)","(0.2952662408351898, 0.9063917994499207)","(0.0709465965628624, 0.2930072546005249)","(0.7831965088844299, 0.6246951818466187)","(0.730441689491272, 0.303618848323822)","(0.7903071641921997, 0.6082118153572083)","(0.7990608215332031, 0.17285223305225372)","(0.8776364326477051, 0.4086025357246399)","(0.9404271841049194, 0.31255418062210083)","(0.22753584384918213, 0.6588338017463684)","(0.19339707493782043, 0.5107401013374329)","(0.21545788645744324, 0.5453893542289734)","(0.24990293383598328, 0.49828919768333435)","(0.2241481989622116, 0.6658194661140442, 0.21872921288013458, 0.5242210626602173)",baby43_jpg.rf.427e4b1fd5d29a64e4cdba0205f0b308.jpg,1
"(0.3739200532436371, 0.33236590027809143)","(0.3620983362197876, 0.2931417226791382)","(0.42720723152160645, 0.30522221326828003)","(0.42264533042907715, 0.2839098572731018)","(0.592097282409668, 0.2846424877643585)","(0.5993599891662598, 0.4093542695045471)","(0.5988167524337769, 0.3805182874202728)","(0.4564950466156006, 0.565717339515686)","(0.4842020869255066, 0.5039269328117371)","(0.37990593910217285, 0.5795764923095703)","(0.3460523188114166, 0.46626535058021545)","(0.6752544641494751, 0.7029778361320496)","(0.6559535264968872, 0.6619701385498047)","(0.42005181312561035, 0.6421328186988831)","(0.40413039922714233, 0.6256188750267029)","(0.40260156989097595, 0.8029451370239258)","(0.3733055889606476, 0.7667795419692993)","(0.4452829957008362, 0.2922433316707611)","(0.44476717710494995, 0.29208794236183167)","(0.3880460262298584, 0.31036943197250366)","(0.3963492512702942, 0.3535063862800598)","(0.5246737599372864, 0.2597404718399048, 0.40161198377609253, 0.2756660580635071)",Sideways_179_jpg.rf.9ff4e5027439451c20f4579a9a11ac7b.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",IMG_0450_jpeg_jpg.rf.1afec8b6ff5c67feca54e79e27748fe9.jpg,2
"(0.16806598007678986, 0.5399355888366699)","(0.12788577377796173, 0.5505133867263794)","(0.16564679145812988, 0.5954176187515259)","(0.16327551007270813, 0.4987722337245941)","(0.2632513642311096, 0.6553642153739929)","(0.3407750725746155, 0.33470308780670166)","(0.3967946469783783, 0.6330891251564026)","(0.37891465425491333, 0.15193001925945282)","(0.49236416816711426, 0.753196120262146)","(0.20489704608917236, 0.150425985455513)","(0.5079209208488464, 0.7891203761100769)","(0.7735665440559387, 0.22402207553386688)","(0.8081802129745483, 0.5185605883598328)","(0.8025924563407898, 0.1372484266757965)","(0.7964191436767578, 0.5229417085647583)","(0.9559816122055054, 0.20478005707263947)","(0.9531875848770142, 0.4359022080898285)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.14787200093269348, 0.5207303762435913, 0.29415184259414673, 0.4621148109436035)",1201_png_jpg.rf.2d409ca69dc9a4304ceecdfcc3492e29.jpg,2
"(0.8721284866333008, 0.28554144501686096)","(0.884543776512146, 0.24137330055236816)","(0.915555477142334, 0.2855915427207947)","(0.8561092615127563, 0.17729684710502625)","(0.9078008532524109, 0.25613275170326233)","(0.7104879021644592, 0.12575173377990723)","(0.8355697393417358, 0.33008113503456116)","(0.6482917666435242, 0.12604570388793945)","(0.8270624279975891, 0.5258516669273376)","(0.7108638286590576, 0.16001984477043152)","(0.8441293835639954, 0.4928092062473297)","(0.2721866965293884, 0.24305787682533264)","(0.44324254989624023, 0.5243525505065918)","(0.17089340090751648, 0.27832990884780884)","(0.4054359495639801, 0.7643381357192993)","(0.15263715386390686, 0.48475733399391174)","(0.1675911843776703, 0.8240629434585571)","(0.908068060874939, 0.23961618542671204)","(-1, -1)","(0.9015064239501953, 0.30859893560409546)","(0.879758358001709, 0.3129318654537201)","(0.8907373547554016, 0.19742269814014435, 0.21608462929725647, 0.33758026361465454)",baby42_jpg.rf.46a23a1413217f2797967d3fd76317ad.jpg,1
"(0.5102711915969849, 0.875044047832489)","(0.4821300506591797, 0.8915784955024719)","(0.46853309869766235, 0.895608127117157)","(0.4228892922401428, 0.8394363522529602)","(0.40297651290893555, 0.8331020474433899)","(0.3474218547344208, 0.695600688457489)","(0.5495428442955017, 0.7342262268066406)","(0.3185005784034729, 0.550420880317688)","(0.7378686666488647, 0.6366641521453857)","(0.23144948482513428, 0.6582871675491333)","(0.6917089819908142, 0.7753778696060181)","(0.40246549248695374, 0.30640339851379395)","(0.5964828729629517, 0.33340373635292053)","(0.5012043118476868, 0.2990120053291321)","(0.7899352312088013, 0.3388996124267578)","(0.5734094381332397, 0.11452815681695938)","(0.7703210711479187, 0.12707769870758057)","(0.45780253410339355, 0.8683412671089172)","(-1, -1)","(0.5103896856307983, 0.8698383569717407)","(0.5523790717124939, 0.8405643701553345)","(0.3834088146686554, 0.8082759976387024, 0.4006073474884033, 0.22327347099781036)",60_jpg.rf.a13027102edb6ef03d0e612ffc8e2294.jpg,2
"(0.7932908535003662, 0.7328394055366516)","(0.8385888934135437, 0.7237676382064819)","(0.8220027089118958, 0.7277512550354004)","(0.8479520678520203, 0.593329131603241)","(0.8276451230049133, 0.6225546598434448)","(0.7502036094665527, 0.43037647008895874)","(0.7067723274230957, 0.6302509307861328)","(0.6457032561302185, 0.4014918804168701)","(0.6326152086257935, 0.7770416140556335)","(0.7371671795845032, 0.6087955832481384)","(0.7654780745506287, 0.9253996014595032)","(0.3555371165275574, 0.21410611271858215)","(0.31744062900543213, 0.38081151247024536)","(0.21308162808418274, 0.2857418358325958)","(0.2097277194261551, 0.5000848174095154)","(0.06882362067699432, 0.3277484178543091)","(0.07836077362298965, 0.3780047297477722)","(0.8348363637924194, 0.7413735389709473)","(-1, -1)","(0.8217393755912781, 0.8022920489311218)","(0.7668102383613586, 0.8070066571235657)","(0.8579155206680298, 0.5512768626213074, 0.2787242531776428, 0.5658111572265625)",47_jpg.rf.ac1ddc3198a320627caad4eabb287dd1.jpg,2
"(0.15171687304973602, 0.6154743432998657)","(0.12359204143285751, 0.56544029712677)","(0.13555769622325897, 0.6794359683990479)","(0.15631096065044403, 0.42251843214035034)","(0.18308646976947784, 0.7463489174842834)","(0.3360801637172699, 0.3172760605812073)","(0.28860369324684143, 0.7454267144203186)","(0.43911343812942505, 0.09601922333240509)","(0.34909889101982117, 0.9047501683235168)","(0.23981435596942902, 0.14413461089134216)","(0.21712510287761688, 0.8519784212112427)","(0.8106191754341125, 0.2796359062194824)","(0.774438202381134, 0.7196668386459351)","(0.8083877563476562, 0.24179191887378693)","(0.7540440559387207, 0.8864647746086121)","(0.9696903228759766, 0.4103936553001404)","(0.9518863558769226, 0.7605843544006348)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.149204820394516, 0.48687052726745605, 0.26868271827697754, 0.4569598138332367)",1251_png_jpg.rf.72be6b1acf3ee4c2560b6b902bb5975f.jpg,2
"(0.7212742567062378, 0.31035369634628296)","(0.7304679751396179, 0.250865638256073)","(0.7601000666618347, 0.311561644077301)","(0.6884217262268066, 0.20613744854927063)","(0.7619175910949707, 0.339694082736969)","(0.550836980342865, 0.25545111298561096)","(0.673648476600647, 0.43394312262535095)","(0.4721725881099701, 0.26071399450302124)","(0.6646273732185364, 0.5808102488517761)","(0.5291098356246948, 0.297626793384552)","(0.7627786993980408, 0.5046051740646362)","(0.24644386768341064, 0.38099756836891174)","(0.39059287309646606, 0.5730253458023071)","(0.2385844886302948, 0.4044620096683502)","(0.41645973920822144, 0.7144930958747864)","(0.18869814276695251, 0.5721107125282288)","(0.2230558842420578, 0.682921826839447)","(0.7193892598152161, 0.23374967277050018)","(0.7644844651222229, 0.315984308719635)","(0.7374277114868164, 0.299957275390625)","(0.7064966559410095, 0.3376258909702301)","(0.7061453461647034, 0.2646180987358093, 0.20996026694774628, 0.292182058095932)",76_jpg.rf.9fc96a3fdb968abaf5c319a7fac5dbae.jpg,1
"(0.44513121247291565, 0.834040641784668)","(0.4944281578063965, 0.8624076843261719)","(0.39626258611679077, 0.8521831631660461)","(0.598157525062561, 0.836407482624054)","(0.3302246928215027, 0.8439787030220032)","(0.6197167634963989, 0.7505726218223572)","(0.3447285592556, 0.7269128561019897)","(0.7767461538314819, 0.6990798711776733)","(0.19928446412086487, 0.6810674071311951)","(0.8685671091079712, 0.6996056437492371)","(0.07240045070648193, 0.7984656095504761)","(0.6066146492958069, 0.43675994873046875)","(0.31980717182159424, 0.4048925042152405)","(0.656495213508606, 0.2697001099586487)","(0.28337016701698303, 0.2410118132829666)","(0.5228947997093201, 0.07918953895568848)","(0.3705606460571289, 0.09811286628246307)","(0.49423885345458984, 0.8639076352119446)","(0.39908599853515625, 0.855060875415802)","(0.447780042886734, 0.8316871523857117)","(0.4477551579475403, 0.7958589792251587)","(0.45348629355430603, 0.8665803670883179, 0.2425217628479004, 0.24236145615577698)",71_jpg.rf.ce0d3b6129ca018fedf9b37bcd813d6c.jpg,1
"(0.6376042366027832, 0.32457590103149414)","(0.6527363657951355, 0.3596805930137634)","(0.6481138467788696, 0.30889570713043213)","(0.6515892744064331, 0.4475467801094055)","(0.6414468288421631, 0.32180914282798767)","(0.6037558317184448, 0.47621506452560425)","(0.5973170399665833, 0.3225988447666168)","(0.5481046438217163, 0.4881555438041687)","(0.5498772859573364, 0.2712882459163666)","(0.5250248908996582, 0.40112870931625366)","(0.5265415906906128, 0.30550462007522583)","(0.45552173256874084, 0.4974210858345032)","(0.4554619789123535, 0.33403536677360535)","(0.38992583751678467, 0.5020371079444885)","(0.4079371392726898, 0.2828032672405243)","(0.3194606602191925, 0.5128134489059448)","(0.3576584458351135, 0.3951309323310852)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",frame_23_jpeg_jpg.rf.163ac1e9a15f105a45aeb31bf7c2a1f2.jpg,1
"(0.8719758987426758, 0.633590042591095)","(0.891362190246582, 0.5205666422843933)","(0.9128211736679077, 0.6329973936080933)","(0.8099367022514343, 0.25821587443351746)","(0.9164342880249023, 0.5360966920852661)","(0.6809066534042358, 0.20270629227161407)","(0.6809185743331909, 0.5960947275161743)","(0.535152018070221, 0.24823832511901855)","(0.5516736507415771, 0.9062632322311401)","(0.7746648788452148, 0.29256877303123474)","(0.8134437799453735, 0.8286135792732239)","(0.11343319714069366, 0.06650905311107635)","(0.08246450126171112, 0.48438340425491333)","(0.3118171989917755, 0.2715558111667633)","(0.20917057991027832, 0.9648483991622925)","(0.07719683647155762, 0.3224464952945709)","(0.053641725331544876, 0.6460832953453064)","(-1, -1)","(-1, -1)","(-1, -1)","(0.8830487132072449, 0.5256889462471008)","(0.8530252575874329, 0.3279802203178406, 0.2939494252204895, 0.6559604406356812)",baby26_jpg.rf.c6c415b25aa17ffab41d3d1d3918c370.jpg,2
"(0.13800263404846191, 0.5961182117462158)","(0.10315699875354767, 0.5176119804382324)","(0.10673646628856659, 0.6730016469955444)","(0.12673595547676086, 0.33081138134002686)","(0.13551943004131317, 0.7421575784683228)","(0.2564801275730133, 0.2731902003288269)","(0.26716798543930054, 0.7301648855209351)","(0.2539904713630676, 0.07028532028198242)","(0.3028268814086914, 0.9029111862182617)","(0.13250258564949036, 0.15302279591560364)","(0.16202008724212646, 0.869345486164093)","(0.6406131386756897, 0.20526620745658875)","(0.6262677311897278, 0.6761091351509094)","(0.6844823360443115, 0.17390155792236328)","(0.6423020362854004, 0.880243182182312)","(0.8723088502883911, 0.3127419352531433)","(0.8033760786056519, 0.7092474102973938)","(0.12742450833320618, 0.4705428183078766)","(-1, -1)","(0.1551971733570099, 0.5732940435409546)","(0.2061161994934082, 0.5577302575111389)","(0.13137200474739075, 0.5338526964187622, 0.2604060769081116, 0.3919302821159363)",baby48_jpg.rf.ecbba158c3449e7175d617f6af913301.jpg,1
"(0.21253283321857452, 0.843884289264679)","(0.15896770358085632, 0.7972950339317322)","(0.18089434504508972, 0.7645716667175293)","(0.150182843208313, 0.5940786600112915)","(0.2017854005098343, 0.4984113574028015)","(0.3863121569156647, 0.4463270306587219)","(0.3855421245098114, 0.488379567861557)","(0.5095824003219604, 0.7970196604728699)","(0.5288548469543457, 0.8218992352485657)","(0.3294246792793274, 0.7862358093261719)","(0.27457955479621887, 0.8247089385986328)","(0.8641327023506165, 0.21277610957622528)","(0.87334805727005, 0.19249626994132996)","(0.7589999437332153, 0.8152647018432617)","(0.8342012166976929, 0.788680911064148)","(0.9379318952560425, 0.7342267036437988)","(0.9336331486701965, 0.6323838233947754)","(0.1773807853460312, 0.6889165639877319)","(0.17866675555706024, 0.866291344165802)","(0.20057141780853271, 0.8303817510604858)","(0.26072511076927185, 0.8372631072998047)","(0.16467687487602234, 0.6005472540855408, 0.32579463720321655, 0.6447962522506714)",58_jpg.rf.4d4a3d66eed9390e073cbcba4dc7f771.jpg,2
"(0.23439371585845947, 0.2582148611545563)","(0.24944071471691132, 0.21641938388347626)","(0.22598572075366974, 0.21817724406719208)","(0.3702163100242615, 0.195344477891922)","(0.2813877463340759, 0.19441719353199005)","(0.3381514549255371, 0.3243492543697357)","(0.5434683561325073, 0.28434938192367554)","(0.15565720200538635, 0.49983587861061096)","(0.5630045533180237, 0.42172306776046753)","(0.1914709508419037, 0.3814355432987213)","(0.4430740475654602, 0.36386141180992126)","(0.5540670156478882, 0.5505312085151672)","(0.7474086880683899, 0.5480225086212158)","(0.36300164461135864, 0.6807290315628052)","(0.6810157895088196, 0.7170498967170715)","(0.5100255608558655, 0.737214207649231)","(0.6520525217056274, 0.7951089143753052)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.3519415557384491, 0.18625608086585999, 0.29539331793785095, 0.25220316648483276)",89_JPG_jpg.rf.f871a0d7c108a5cad3b5b7c75193025e.jpg,2
"(0.16275686025619507, 0.7086936831474304)","(0.18131031095981598, 0.7325641512870789)","(0.1749236285686493, 0.7345337867736816)","(0.25025710463523865, 0.721409797668457)","(0.24832651019096375, 0.7272974848747253)","(0.3517661690711975, 0.6526567339897156)","(0.21565759181976318, 0.6041767597198486)","(0.36523929238319397, 0.5954530239105225)","(0.13380955159664154, 0.5242859125137329)","(0.33600178360939026, 0.6344301700592041)","(0.1634499430656433, 0.6282700896263123)","(0.39759010076522827, 0.33238524198532104)","(0.26143646240234375, 0.31452998518943787)","(0.3775435984134674, 0.24360807240009308)","(0.20999889075756073, 0.23135249316692352)","(0.35590216517448425, 0.09617714583873749)","(0.351062148809433, 0.09256510436534882)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.29091793298721313, 0.7704690098762512, 0.2828356623649597, 0.23747482895851135)",Prone_12_jpg.rf.5de59bc7558b75660c6f1516a0949bff.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",29_jpg.rf.a07f97b17370db392e416e4e77be7304.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.7661927938461304, 0.649931788444519)","(0.6829822659492493, 0.846592128276825)","(0.6841702461242676, 0.6646730303764343)","(0.5462462902069092, 0.9757272601127625)","(0.6918988227844238, 0.7206314206123352)","(0.5068062543869019, 0.8976036906242371)","(0.37763890624046326, 0.4238712191581726)","(0.30596572160720825, 0.7059010863304138)","(0.29395875334739685, 0.5252019166946411)","(0.20470401644706726, 0.9484285116195679)","(0.09668783843517303, 0.5726736783981323)","(0.10489163547754288, 0.8100807070732117)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.8708816766738892, 0.5192896127700806, 0.2376774251461029, 0.42372339963912964)",Nanit_16_JPG_jpg.rf.eecfb2378b8f6a05b1c4014b10e32e06.jpg,1
"(0.6654313802719116, 0.16318707168102264)","(0.6402714848518372, 0.1347290575504303)","(0.6431146860122681, 0.12767739593982697)","(0.532163679599762, 0.15083308517932892)","(0.528206467628479, 0.1330060511827469)","(0.5713009238243103, 0.2574434280395508)","(0.40648961067199707, 0.2594326138496399)","(0.537732720375061, 0.32639002799987793)","(0.2603554129600525, 0.3316706120967865)","(0.498359352350235, 0.2930235266685486)","(0.10211016982793808, 0.2612224519252777)","(0.5426627397537231, 0.5862647294998169)","(0.41447606682777405, 0.6064258813858032)","(0.5629156827926636, 0.681351900100708)","(0.4421409070491791, 0.7034440636634827)","(0.4624897837638855, 0.8362666964530945)","(0.42257460951805115, 0.8477510213851929)","(0.6812222599983215, 0.1558782309293747)","(0.5848109126091003, 0.1477726846933365)","(0.6377934217453003, 0.17928540706634521)","(0.627733588218689, 0.22077488899230957)","(0.5808929204940796, 0.13707102835178375, 0.27846622467041016, 0.2604236900806427)",42_jpg.rf.a454607701ebe54fd3fdfc3e26baee10.jpg,1
"(0.35249167680740356, 0.7309858202934265)","(0.3516824543476105, 0.78556889295578)","(0.29789644479751587, 0.7251912355422974)","(0.42142805457115173, 0.7986598014831543)","(0.2622753977775574, 0.6459022164344788)","(0.5206761360168457, 0.6978508830070496)","(0.35121893882751465, 0.5295294523239136)","(0.6988641619682312, 0.7309460043907166)","(0.256092369556427, 0.4013516306877136)","(0.7106824517250061, 0.9459577798843384)","(0.11567692458629608, 0.50278240442276)","(0.7331240773200989, 0.3853054940700531)","(0.5813277959823608, 0.23874478042125702)","(0.9147728681564331, 0.340484619140625)","(0.6894689798355103, 0.12750740349292755)","(0.8605844378471375, 0.16960196197032928)","(0.857661247253418, 0.08439092338085175)","(0.30063360929489136, 0.6992201805114746)","(0.369650661945343, 0.7797577977180481)","(0.35584932565689087, 0.7233295440673828)","(0.38927167654037476, 0.6846671104431152)","(0.3126945197582245, 0.7317367792129517, 0.29207998514175415, 0.34207916259765625)",baby38_jpg.rf.4a22ac8f375c20b10cb0774ecf4190cb.jpg,1
"(0.16888947784900665, 0.28813037276268005)","(0.18043911457061768, 0.2532055974006653)","(0.14024485647678375, 0.2788945138454437)","(0.22327820956707, 0.28535890579223633)","(0.12447464466094971, 0.33584684133529663)","(0.27842554450035095, 0.35551947355270386)","(0.16080129146575928, 0.46218952536582947)","(0.34312596917152405, 0.4624522626399994)","(0.17438749969005585, 0.6245097517967224)","(0.2879745662212372, 0.6004130244255066)","(0.19748643040657043, 0.6413977742195129)","(0.43553242087364197, 0.6579374670982361)","(0.28653472661972046, 0.7575465440750122)","(0.5116864442825317, 0.7449844479560852)","(0.31982725858688354, 0.8505170941352844)","(0.5369576215744019, 0.8841226696968079)","(0.3887539505958557, 0.9154098629951477)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",frame_10_13_png_jpg.rf.6fcd21b4a1c518280f04c762113e0c14.jpg,2
"(0.541545033454895, 0.40384942293167114)","(0.5585499405860901, 0.3938700556755066)","(0.5325369834899902, 0.39714503288269043)","(0.5767338275909424, 0.4172130525112152)","(0.5139982104301453, 0.41465839743614197)","(0.5792317986488342, 0.45511555671691895)","(0.4979775846004486, 0.4541429579257965)","(0.5941490530967712, 0.4873296618461609)","(0.46573561429977417, 0.48931819200515747)","(0.5967977046966553, 0.5359172224998474)","(0.47556453943252563, 0.5420023798942566)","(0.5640276670455933, 0.5486009120941162)","(0.4827376902103424, 0.5514267683029175)","(0.5699238777160645, 0.6038457155227661)","(0.48067188262939453, 0.6132721900939941)","(0.5688854455947876, 0.6931105852127075)","(0.5183337330818176, 0.6771693825721741)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.546808123588562, 0.4047200083732605, 0.10065317153930664, 0.09036371856927872)",20083107-BAE6-4B9F-845D-A87DF37E3E04_JPG_jpg.rf.4b949f5e1df15ffa7d9d0175edcd9c3b.jpg,2
"(0.15376679599285126, 0.31796878576278687)","(0.11870177090167999, 0.30495625734329224)","(0.12239346653223038, 0.42058658599853516)","(0.13305190205574036, 0.3415147066116333)","(0.1646699160337448, 0.6602238416671753)","(0.30032461881637573, 0.2539820075035095)","(0.26113438606262207, 0.7098450064659119)","(0.3552629053592682, 0.02552824094891548)","(0.34925854206085205, 0.9139440655708313)","(0.2129639834165573, 0.09306969493627548)","(0.47978466749191284, 0.9244735836982727)","(0.7185832858085632, 0.25582021474838257)","(0.6706631779670715, 0.7146507501602173)","(0.8215748071670532, 0.18019716441631317)","(0.741688072681427, 0.6965130567550659)","(0.9687724113464355, 0.4496716558933258)","(0.9716510772705078, 0.647338330745697)","(0.1208617240190506, 0.4245460629463196)","(-1, -1)","(0.15914738178253174, 0.36835646629333496)","(0.19183003902435303, 0.38426628708839417)","(0.13182933628559113, 0.4677683413028717, 0.21704640984535217, 0.3458300530910492)",27_jpg.rf.f23f2a4aac8101d2d8dce89f6516ca12.jpg,1
"(0.14090344309806824, 0.4055545926094055)","(0.10224533081054688, 0.3256825804710388)","(0.09961006790399551, 0.5007723569869995)","(0.12636955082416534, 0.2380635291337967)","(0.12024891376495361, 0.6765375733375549)","(0.30624833703041077, 0.2535768449306488)","(0.2595975995063782, 0.7093450427055359)","(0.37243759632110596, 0.02918219566345215)","(0.2833506166934967, 0.8608688116073608)","(0.22865243256092072, 0.12021966278553009)","(0.16916677355766296, 0.7748392224311829)","(0.7003931999206543, 0.2612442076206207)","(0.6824440956115723, 0.7516505122184753)","(0.7335308194160461, 0.12471871078014374)","(0.7131956815719604, 0.8102542757987976)","(0.8953224420547485, 0.3667925298213959)","(0.9214044809341431, 0.6475743055343628)","(0.13543441891670227, 0.3361172080039978)","(0.12788622081279755, 0.4891224801540375)","(0.15586857497692108, 0.4217156767845154)","(0.20664553344249725, 0.4417414665222168)","(0.13502195477485657, 0.4551967978477478, 0.2678232789039612, 0.38992738723754883)",baby48_jpg.rf.eecd61011bae6957c4b587c30b581312.jpg,1
"(0.4893442690372467, 0.151207834482193)","(0.49719589948654175, 0.12576083838939667)","(0.42272281646728516, 0.13282446563243866)","(0.513257622718811, 0.2009011209011078)","(0.3235705494880676, 0.20673887431621552)","(0.6293781399726868, 0.3144078850746155)","(0.25704464316368103, 0.34790128469467163)","(0.8381719589233398, 0.44722047448158264)","(0.23994259536266327, 0.5319734811782837)","(0.7814052104949951, 0.4154032766819)","(0.2803739905357361, 0.5187674760818481)","(0.6708831787109375, 0.6916677951812744)","(0.2354779690504074, 0.7662276029586792)","(0.8286282420158386, 0.6935793161392212)","(0.2466428279876709, 0.7999956607818604)","(0.6295444369316101, 0.8965568542480469)","(0.2309836894273758, 0.9432587623596191)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.3430216908454895, 0.14915893971920013, 0.48584073781967163, 0.2617935538291931)",4000_png_jpg.rf.d8e870adacde12775958b4b81ea8dced.jpg,2
"(0.8592947125434875, 0.5795052647590637)","(0.8941451907157898, 0.5655730962753296)","(0.8909612894058228, 0.6381484270095825)","(0.8904348611831665, 0.4935978353023529)","(0.8777700662612915, 0.6941767930984497)","(0.793316662311554, 0.33208614587783813)","(0.7274990081787109, 0.72370845079422)","(0.6882855892181396, 0.13514551520347595)","(0.5613278150558472, 0.879520058631897)","(0.7315995693206787, 0.16816549003124237)","(0.587549090385437, 0.8770955801010132)","(0.29253071546554565, 0.2689167261123657)","(0.26277804374694824, 0.6941248774528503)","(0.26977378129959106, 0.183634951710701)","(0.25457096099853516, 0.7879737019538879)","(0.09608294814825058, 0.31872066855430603)","(0.11792032420635223, 0.6741307377815247)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.8799464106559753, 0.796160101890564, 0.23618927597999573, 0.38508567214012146)",3659_png_jpg.rf.d7efa6eb2a4b223f4ee230f22e03c7c7.jpg,2
