right_eye,left_eye,nose,mouth_right,mouth_left,image_path,label
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",baby3_jpg.rf.a37bafd9577135ee1897f365ce795454.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",866_png_jpg.rf.af3a5650ae3a26610dddd9dd1f79a44b.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",baby20_jpg.rf.8721fc7bb67f3e67882be5e437e874bb.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",Cubo_09_JPG_jpg.rf.135d0c301fb6a2e08a18f0f24236045e.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",3718_png_jpg.rf.57b40264a18b4c9e23a0847f79b9f98b.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",81_jpg.rf.b139a91d84ad70a8fcca09352c0fbecf.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",9_jpg.rf.c79a587c11d7ae10f9b761154e1d055d.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",25_jpg.rf.d622f87caf2daf21abbcd14463b6a684.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",Nanit_16_JPG_jpg.rf.eecfb2378b8f6a05b1c4014b10e32e06.jpg,1
"(407.0, 145.0)","(302.0, 152.0)","(364.0, 195.0)","(402.0, 240.0)","(314.0, 247.0)",41_JPG_jpg.rf.2c820fa191f6101f696676682c2be6fb.jpg,1
"(359.0, 226.0)","(332.0, 228.0)","(350.0, 234.0)","(361.0, 251.0)","(341.0, 253.0)",baby3_jpg.rf.bab23a1c99227239bf67c05100e2b79a.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",baby21_jpg.rf.e0a167c96ef21ca8564899696106c78e.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",Nanit_39_JPG_jpg.rf.638046a4ea67671a7de90361173ec7e0.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",baby45_jpg.rf.59a361353aea79de5d1268c6f5bd13c1.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",Cubo_09_JPG_jpg.rf.ed9fdf1ac1252b062b002ac4d8f9bbe5.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",Supine_37_jpg.rf.7b850e026e638415355701f2560bca6d.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",76_jpg.rf.9fc96a3fdb968abaf5c319a7fac5dbae.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",Miku_11_JPG_jpg.rf.8c311c51c75e9c46a64fbd443d3614c9.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",26_jpg.rf.5343120244090bfb37890dd18176a819.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",baby38_jpg.rf.7dfae11ac4b88183e631cd2413c3294e.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",51_jpg.rf.ddfa84f2296129fcb26a83220d65443c.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",Sideways_89_jpg.rf.e748cfe07f0707d3979db4eae4556d90.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",3682_png_jpg.rf.e8f8704a1d8228b243273da7b46ac4e6.jpg,2
"(447.0, 113.0)","(360.0, 132.0)","(401.0, 158.0)","(456.0, 199.0)","(387.0, 216.0)",36_jpg.rf.d4840fcdbfd9218ddee79b07d6a52544.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",2413_png_jpg.rf.7e85f34b47e5a065c57a56313de4ce07.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",3721_png_jpg.rf.c79b75e6c4cfa851cc911d79e39bcadb.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",88_jpg.rf.444342e9c5b2c2ea68419a0f9e19753f.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",86_jpg.rf.aefe718767815196d97d5b33b188c4f9.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",baby2_jpg.rf.512392fbc32a7f30cbf6696e1deca641.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",3875_png_jpg.rf.16a674bd1a748397328a67969e9a9527.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",Cubo_05_JPG_jpg.rf.b4daaf32c1aff8fda32e2596a7ad88d7.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",baby12_jpg.rf.ee8f291a3d48c53a7a40d9da360bccec.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",868_png_jpg.rf.9c2d2cdbaec0c8f704c51b4624fe803b.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",3640_png_jpg.rf.e4318624da7891767cd157530595674c.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",baby2_jpg.rf.06b91f3937e0203e5b617858441f098f.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",Sideways_165_jpg.rf.39dbc3b1be9ab9f3f7b1e37230761f5b.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",Prone_150_jpg.rf.01a7f856f4eb874aa3a07606b43cc512.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",baby16_jpg.rf.ab2c09026ad540d041470fe19993250a.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",Miku_06_JPG_jpg.rf.11ee835d486b66b024d52d3b7b243fed.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",frame_1_6_png_jpg.rf.534dfd704feea0b405e8d347168b8aa8.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",3585_png_jpg.rf.b27c2e971745a4252398b62347da252f.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",baby1_jpg.rf.0948059dbe612eb8a57e3595967c86df.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",35_JPG_jpg.rf.b972fa2eb3a0d14420639af6321252b0.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",Cubo_07_JPG_jpg.rf.a14aab0ab9bebc2337ef7c1db6bbf8cc.jpg,1
"(482.0, 93.0)","(424.0, 105.0)","(462.0, 138.0)","(488.0, 164.0)","(444.0, 173.0)",baby4_jpg.rf.4c796da26db15174d42ed6dfabc888c1.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",2021_png_jpg.rf.d81b06c0fb531c538387dab47a58837b.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",86_jpg.rf.6c7bd841ad2b367d8875d9d4a1ae14dc.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",baby47_jpg.rf.8157a00a8cb4982d51feac6ca9852ffe.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",baby18_jpg.rf.5b5920084d5d23918cb11c99215db365.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",baby5_jpg.rf.9b6f6c21bc904bda2bb28e7ea1117e71.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",Sideways_43_jpg.rf.db4c83aef66cb2519745b33987ecf552.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",58_jpg.rf.40124311dbc18910e978228337cbca44.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",34_jpg.rf.c3658e5949dd263a66ac8be3843287ca.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",82_jpg.rf.37cfa99cbc4128e0c200ce3883dd0c51.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",Cubo_06_JPG_jpg.rf.3eda5a225e98a407845601c4dd9a3bfc.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",53_JPG_jpg.rf.613cef5fec5493e6f528fa0b2f433a7f.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",82_jpg.rf.66199bb2d75a3097bd3cffae14a8e829.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",Cubo_05_JPG_jpg.rf.092d1f560a36f5c17ae91e48bf39690c.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",Nanit_30_JPG_jpg.rf.4430151979d62b1c415535faae1acb96.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",35_JPG_jpg.rf.17d2e6f1607ddf246ef4eccfd8bd978b.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",76_jpg.rf.dbe8d953ce79a3afe380c7ec79939b95.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",34_jpg.rf.c0e64379fe8a61b445c3613909593241.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",3836_png_jpg.rf.11b768dbb5cf5c3618fd52835c0f414a.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",frame_18_png_jpg.rf.27e8b8bd86f58e97006453059637a89f.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",Prone_80_jpg.rf.19a866a9dfb6c701865c9a5710f6a73c.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",93_JPG_jpg.rf.b0e4074e9114c1a70b12fbbaea1dba75.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",baby14_jpg.rf.755328eb550c4af744a09d02b71ee819.jpg,1
"(377.0, 122.0)","(341.0, 123.0)","(368.0, 128.0)","(382.0, 151.0)","(350.0, 153.0)",IMG_0403_jpeg_jpg.rf.6fa451b1312ecd5106a06c1f36cb3e62.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",3671_png_jpg.rf.b03c6f36c2e714022ba7d314c1e2552b.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",52_jpg.rf.cf5b3d6879368273b8b9fb33cc228cd3.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",1922_png_jpg.rf.cc6918576caaa4dc242c3b9ae1012007.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",Nanit_39_JPG_jpg.rf.2422838e80f01364c17a4d9adfa7db37.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",baby41_jpg.rf.b57adc2ed66ecc9415d7b57c3cb8ad29.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",87_jpg.rf.744b0531e1487f1e0704f8b4fc078613.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",baby7_jpg.rf.4d5e1612ef16eb36a8b643a6534a069b.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",baby30_jpg.rf.722cee98296ae8b8d83d65ea139c65aa.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",14_JPG_jpg.rf.a71f5f5449bcfb3b6fa2034cbc00d5b5.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",37_jpg.rf.bd036641ce1d379cc9632e159270cc7b.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",71_jpg.rf.7240a0a4609476720c7494d4d21c951b.jpg,1
"(324.0, 87.0)","(267.0, 95.0)","(298.0, 114.0)","(325.0, 139.0)","(274.0, 148.0)",92_jpg.rf.5825a947d1949c36ad360f0b771972eb.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",2426_png_jpg.rf.61b6735d30a2e18f898d8c81db705a4b.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",frame_16_jpeg_jpg.rf.332a4bb65965cc45a8f1e8453176eafe.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",frame_58_1_png_jpg.rf.d8b96fa15d7a4dc23d84ae2dec8de94e.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",58_jpg.rf.0ced801bf6a9c3a24cd1846bdaa80467.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",baby4_jpg.rf.9c8ebac33360cb506e4571a417600903.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",Cubo_06_JPG_jpg.rf.a5c06b2d896b376003e658e85238e5a1.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",frame_15_4_png_jpg.rf.a044591a5249d58149d2e761573e6e95.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",25_jpg.rf.86d382488fd0426cf10328dcbb8f47da.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",9E1D495E-329E-458A-A9F2-CDC0237FB401_JPG_jpg.rf.1794274aaf760c80fc73df7f1ec08221.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",baby16_jpg.rf.33b6cb360dc690a5c7e67d0dafc32c1e.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",Miku_12_JPG_jpg.rf.55982b9fa0e36670a00fb2298e15b68d.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",Cubo_01_JPG_jpg.rf.a1bb7bb977979dcb118093979a641c20.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",58_jpg.rf.ad2217dcb639afcee2b944439b9514c4.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",Prone_65_jpg.rf.d3d802ccef8ad3b6b6ce8b7858264e2c.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",93_JPG_jpg.rf.202f8b64f9dce2a7108feb2b483947b9.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",frame_22_png_jpg.rf.c93d4e1f887ffcd019767308b43bacd3.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",baby47_jpg.rf.18d2ff2b8fef58933d6e5843651155c3.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",4B15AC5D-828D-411A-B864-3C3353D0D048_JPG_jpg.rf.c6120efa19f1f005e3146541115f6028.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",2392_png_jpg.rf.03f0a36218199cf5c114bfd647ecf3bd.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",CDE6E306-6A19-484E-9B8F-599AE22952FF_JPG_jpg.rf.3341c837ea329d6cad66c669202eb1ac.jpg,1
"(447.0, 113.0)","(360.0, 132.0)","(401.0, 158.0)","(456.0, 199.0)","(387.0, 216.0)",36_jpg.rf.bc21ab66a9f98ed6a6731767c3e3f5ed.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",6_jpg.rf.a772e46b9f67b09caffc3d4d4b29f047.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",19_jpg.rf.123de98d4a85b404d93b8ee7634088bb.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",901_png_jpg.rf.62efc5fe62758936b0e79bdfce99f857.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",baby34_jpg.rf.5409112c9a360bae1448045a014b2680.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",frame_930_png_jpg.rf.d149088fe2c9024032812be97bee9100.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",87_jpg.rf.f070a5ee8dcb8795095da4883793c6b0.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",65_jpg.rf.523455d9bc2d6fe1f724f36ec6f36633.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",4003_png_jpg.rf.b6f2780eae3db10a41bada62298835f7.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",baby45_jpg.rf.edb9796225ea89502f18f56f45abb6f7.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",1_jpg.rf.2ba22932e3678753b75c09be112aad89.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",9500_png_jpg.rf.9e845aaf51276ed389a6d91269d9295d.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",42_jpg.rf.06b568324d5faf70f1ab374e955cead2.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",50_jpg.rf.ffd55e77005ec01517c29e932ced28f1.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",Sideways_157_jpg.rf.49e44fbec34f29ea468a485adfe275a9.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",IMG-20240322-WA0036_jpg.rf.abd15b7f9c6d4bdd80ab7816dc19d237.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",64_jpg.rf.0572bfe4d56c2e0844a77758467758db.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",93_JPG_jpg.rf.082cbf2de3fd4763e72839b6ab54f154.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",11_jpg.rf.2bfcb044986cf333a15cfd663e443d99.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",Nanit_23_JPG_jpg.rf.f55c6436fccf6d9a29859c3d174caed8.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",baby2_jpg.rf.bfee8c3a122d6054e655d5fbbbc790aa.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",baby2_jpg.rf.b7e2e33d993d6d62375622a71a1d0cf9.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",baby17_jpg.rf.17dd7e7fc7a0602da257b6d5a3cd1cfa.jpg,2
"(366.0, 442.0)","(357.0, 443.0)","(361.0, 449.0)","(366.0, 453.0)","(359.0, 454.0)",Prone_61_jpg.rf.09071722a60cb75fbc6144eab3f24ac4.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",frame_671_png_jpg.rf.77626383d41ba7683bc5947509093c33.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",Prone_201_jpg.rf.a7a777f051dc36e2f38046b6636a0b76.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",80_jpg.rf.a4b964c15aa36891987ba739c4cfe6ca.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",baby27_jpg.rf.2d0a48843c951eb6c240cb738a14ce81.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",99_jpg.rf.68aecbec521e82f6f79870f91dda8646.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",Miku_04_JPG_jpg.rf.6fb8c5c3cc56630479d6212d75127a13.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",Sideways_103_jpg.rf.8aef57ab3c42385c4e7e15b48abba408.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",80_jpg.rf.2f825a471dbac86adcf9e2ed10337f8b.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",27_jpg.rf.c25b837c1b2cd20bad7430692f436ef2.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",Prone_15_jpg.rf.1de93b092758ef0740f23c419d3ae71e.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",3862_png_jpg.rf.7186c1019a28714d13ee7c101e963b3d.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",2152_png_jpg.rf.cb88bec6e8293d0bbdbc8a16053a5355.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",baby8_jpg.rf.8b391592e4a09a58993110da3100a679.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",29_jpg.rf.e86359b1ad2409dae1c762461ebbe5ce.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",28DEDB9E-8E61-484E-8BD5-813664D5FB05_JPG_jpg.rf.e3b4035c92e3c22357eef10188fb0415.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",Nanit_21_JPG_jpg.rf.81521d493e26562a061abf51900954bb.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",63_jpg.rf.5be81d802c8bb7659e9b2af48c50ca30.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",frame_5_9_png_jpg.rf.6ff9f36a814d96e1b9b11b6cef56ed4f.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",Miku_03_JPG_jpg.rf.dad1cbcc6aafd52d04cfdf22bb0781a1.jpg,2
"(379.0, 383.0)","(344.0, 383.0)","(369.0, 407.0)","(374.0, 422.0)","(346.0, 422.0)",baby33_jpg.rf.85f5c94bfb5362e479c52f87a5d53418.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",E68DFF05-B269-4D32-8F44-A12CF04A9172_JPG_jpg.rf.4c52cce5832b5b08c89530c3c041717b.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",57_jpg.rf.cd9a43dd3edefb557d9bedf847b00629.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",frame_13_12_png_jpg.rf.bf0519d249ac7f9050d25034b7954489.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",5AD7890F-D0D1-441E-BD38-44869FE4C409_JPG_jpg.rf.f511bbe2842bf1a0250430aca5f58a74.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",44_jpg.rf.65b0f843ac54c3bba0cd41727833a7cf.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",1251_png_jpg.rf.3df2c964b7c1abaf65936a6087c56a57.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",baby25_jpg.rf.e0c24914effd7d8850e6e20212baed07.jpg,2
"(129.0, 61.0)","(85.0, 78.0)","(125.0, 92.0)","(141.0, 114.0)","(104.0, 128.0)",baby46_jpg.rf.60677b7ae73da6bd0a82fbfffd28000a.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",Cubo_01_JPG_jpg.rf.677db491af1bf09669cf2275f47d79f8.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",baby50_jpg.rf.f1b5fcce8eba38a4695b01b92ede091d.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",2392_png_jpg.rf.69906050f538e7b1d93ccc0e6a96494d.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",Miku_11_JPG_jpg.rf.c942fb0b2762ed9795200b965706bbe5.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",1190_png_jpg.rf.6a0c85a35319bd6949ba2639db3b39a9.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",Cubo_01_JPG_jpg.rf.5d9bf2bd2fb8de0b5b4607da26d16548.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",52_jpg.rf.6bec4fb640700ee6db251c1057885bf1.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",frame_15_2_png_jpg.rf.f827693ff6b70880ab7ea81c33acde96.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",85_jpg.rf.d819b589f21e2f991f5424354cd30536.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",30_JPG_jpg.rf.8abbbc1f31e985bd9dd0e30767a994c7.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",95_jpg.rf.7592e307443b71efb8c71f8fc9724a0c.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",71_jpg.rf.b324fe58780c7ef2c8d657f0b335ac28.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",baby12_jpg.rf.592bfe49ac3ca971811d8ec5a0cc36ae.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",baby40_jpg.rf.d0f9fd512e54c1595b3c1fb5b475a2f5.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",13_JPG_jpg.rf.3e9b708d7d9d461739e7caebbc06e9f7.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",82_jpg.rf.81dcf65b65356a9111a94b2cbedb733d.jpg,2
